"Highlight","Book Title","Book Author","Amazon Book ID","Note","Color","Tags","Location Type","Location","Highlighted at","Document tags","highlight_id","book_id","is_favorited","is_discarded","last_reviewed_at","review_count","created_at","updated_at","book_created_at","book_updated_at"
"One thing in favor of an undivided will is that divided wills are inherently self-defeating. Division of the will is a counterpart in the realm of conduct to self-contradiction in the realm of thought.","The Reasons of Love","Frankfurt, Harry G.;","","","","","","","2024-04-19T00:00:00","","724","29","false","true","","","2024-04-19T00:00:00","2025-12-20T09:30:36.033049","2025-12-20T09:30:35.880558","2025-12-20T09:30:35.880880"
"The most rudimentary form of self-love, then, consists in nothing more than the desire of a person to love. That is, it consists in a person’s desire to have goals that he must accept as his own and to which he is devoted for their own sakes rather than merely for their instrumental value.","The Reasons of Love","Frankfurt, Harry G.;","","In other words, it provides us with purpose and a sense of meaning","","","","","2024-04-19T00:00:00","","723","29","true","false","","","2024-04-19T00:00:00","2025-12-20T09:30:36.001378","2025-12-20T09:30:35.880558","2025-12-20T09:30:35.880880"
"Insofar as love is the creator both of inherent or terminal value and of importance, then, it is the ultimate ground of practical rationality.","The Reasons of Love","Frankfurt, Harry G.;","","love is a driving force that makes engaging in a practice more sustainable and meaningful, thus by not applying love, one will never reach their fullest potential","","","","","2024-04-19T00:00:00","","722","29","false","false","","","2024-04-19T00:00:00","2025-12-20T09:30:35.969855","2025-12-20T09:30:35.880558","2025-12-20T09:30:35.880880"
"Aristotle observes that desire is “empty and vain” unless “there is some end of the things we do which we desire for its own sake.”","The Reasons of Love","Frankfurt, Harry G.;","","The problem with pleasure pursuits like pornography, videogames, gambling, etc..","","","","","2024-04-19T00:00:00","","721","29","false","false","","","2024-04-19T00:00:00","2025-12-20T09:30:35.941116","2025-12-20T09:30:35.880558","2025-12-20T09:30:35.880880"
"Besides wanting to fulfill his desire, then, the person who cares about what he desires wants something else as well: he wants the desire to be sustained.","The Reasons of Love","Frankfurt, Harry G.;","","","","","","","2024-04-19T00:00:00","","720","29","false","true","","","2024-04-19T00:00:00","2025-12-20T09:30:35.922627","2025-12-20T09:30:35.880558","2025-12-20T09:30:35.880880"
"When a person cares about something, on the other hand, he is willingly committed to his desire.","The Reasons of Love","Frankfurt, Harry G.;","","","","","","","2024-04-19T00:00:00","","719","29","false","false","","","2024-04-19T00:00:00","2025-12-20T09:30:35.906046","2025-12-20T09:30:35.880558","2025-12-20T09:30:35.880880"
"People sometimes quite reasonably attempt to rid themselves entirely of certain desires, rather than to satisfy them, when they believe that satisfying the desires would be unworthy or harmful.","The Reasons of Love","Frankfurt, Harry G.;","","> see “Meditations” by Marcus Aurelius","","","","","2024-04-19T00:00:00","","718","29","false","true","","","2024-04-19T00:00:00","2025-12-20T09:30:35.879143","2025-12-20T09:30:35.880558","2025-12-20T09:30:35.880880"
"You have to always be drunk. That’s all there is to it—it’s the only way. So as not to feel the horrible burden of time that breaks your back and bends you to the earth, you have to be continually drunk. But on what? Wine, poetry or virtue, as you wish. But be drunk.","Collected Poems","Charles Baudelaire","","","","","","","2024-04-18T15:33:54","","624","25","true","false","","","2024-04-18T15:33:54","2025-12-20T09:30:33.998831","2025-12-20T09:30:34.003199","2025-12-20T09:30:34.004139"
"… the more you think about and understand anger, the easier it is to control it.","A Guide to the Good Life","William Braxton Irvine","","> Same argument in peace is every step","","","","","2024-04-18T00:00:00","stoicism","685","28","false","false","","","2024-04-18T00:00:00","2025-12-20T09:30:35.230856","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"life with a less than perfect mate is better than life with no mate at al","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-16T00:00:00","stoicism","717","28","false","false","","","2024-04-16T00:00:00","2025-12-20T09:30:35.864552","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"Evolutionary processes made us susceptible to suffering but also gave us—accidentally—a tool by which we can prevent much of this suffering. The tool, once again, is our reasoning ability.","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-16T00:00:00","stoicism","716","28","false","false","","","2024-04-16T00:00:00","2025-12-20T09:30:35.849101","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"the psychiatrist Sally Satel and the philosopher Christina Hoff Sommers, in a book that challenges certain aspects of modern psychological therapy, write, “Recent findings suggest that reticence and suppression of feelings, far from compromising one’s psychological well-being, can be healthy and adaptive. For many temperaments, an excessive focus on introspection and self-disclosure is depressing. Victims of loss and tragedy differ widely in their reactions: Some benefit from therapeutic intervention; most do not and should not be coerced by mental health professionals into emotionally correct responses. Trauma and grief counselors have erred massively in this direction.”","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-16T00:00:00","stoicism","715","28","false","false","","","2024-04-16T00:00:00","2025-12-20T09:30:35.831810","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"Why, for example, does sex feel good? Because our evolutionary ancestors who found sex to be pleasurable were far more likely to reproduce than those who were indifferent to sex or, even worse, found it to be unpleasant.","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-16T00:00:00","stoicism","684","28","false","false","","","2024-04-16T00:00:00","2025-12-20T09:30:35.208632","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"Musonius counsels us to end that good life with a good death, when it is possible to do so","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-15T00:00:00","stoicism","714","28","false","false","","","2024-04-15T00:00:00","2025-12-20T09:30:35.815745","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"It is the mind that makes us rich; this goes with us into exile, and in the wildest wilderness, having found there all that the body needs for its sustenance, it itself overflows in the enjoyment of its own goods.","Of Consolation to Helvia","Seneca","","","","","","","2024-04-14T23:31:22","stoicism","625","26","true","false","","","2024-04-14T23:31:22","2025-12-20T09:30:34.064854","2025-12-20T09:30:34.069541","2025-12-20T09:30:34.070283"
"“It is the mind that makes us rich; this goes with us into exile, and in the wildest wilderness, having found there all that the body needs for its sustenance, it itself overflows in the enjoyment of its own goods.”","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-14T00:00:00","stoicism","713","28","false","false","","","2024-04-14T00:00:00","2025-12-20T09:30:35.798854","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"There is indeed a danger that if we are exposed to a luxurious lifestyle, we will lose our ability to take delight in simple things","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-14T00:00:00","stoicism","712","28","false","false","","","2024-04-14T00:00:00","2025-12-20T09:30:35.782550","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"not needing wealth is more valuable than wealth itself","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-14T00:00:00","stoicism","711","28","false","false","","","2024-04-14T00:00:00","2025-12-20T09:30:35.766308","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"“let your tears flow, but let them also cease, let deepest sighs be drawn from your breast, but let them also find an end.”2","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-09T00:00:00","stoicism","710","28","false","false","","","2024-04-09T00:00:00","2025-12-20T09:30:35.749718","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"The best way to deal with insults directed at the disadvantaged, Epictetus would argue, is not to punish those who insult them but to teach members of disadvantaged groups techniques of insult self-defense. They need, in particular, to learn how to remove the sting from whatever insults are directed at them, and until they do this, they will remain hypersensitive to insults and will, as a result, experience considerable distress when insulted.","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-08T00:00:00","stoicism","709","28","false","false","","","2024-04-08T00:00:00","2025-12-20T09:30:35.734058","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"the Stoic needs to keep in mind that he is punishing the insulter not because she has wronged him but to correct her improper behavior. It is, says Seneca, like training an animal: If in the course of trying to train a horse, we punish him, it should be because we want him to obey us in the future, not because we are angry about his failure to obey us in the past.","A Guide to the Good Life","William Braxton Irvine","","This is also what justice systems should be based on. Taming the beast so that it is not a great risk to society.","","","","","2024-04-08T00:00:00","stoicism","708","28","false","false","","","2024-04-08T00:00:00","2025-12-20T09:30:35.716270","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"another person will not do you harm unless you wish it; you will be harmed at just that time at which you take yourself to be harmed.”7","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-08T00:00:00","stoicism","707","28","false","false","","","2024-04-08T00:00:00","2025-12-20T09:30:35.700580","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"In the same way that a mother would be foolish to let the “insults” of her toddler upset her, we would be foolish to let the insults of these childish adults upset us.","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-08T00:00:00","stoicism","706","28","false","false","","","2024-04-08T00:00:00","2025-12-20T09:30:35.685063","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"The Stoics’ advocacy of sexual reserve will sound prudish to modern readers, but they had a point. We live in an age of sexual indulgence, and for many people the consequences of this indulgence have been catastrophic in terms of their peace of mind","A Guide to the Good Life","William Braxton Irvine","","> he really fails to address an important distinction: in the time of the stoics and ancients greek/rome, there was not an effective anti conception, but there is now. Furthermore, the role in strengthening bonds between partners, including its predictive ability of marital success, is completely disregarded.","","","","","2024-04-08T00:00:00","stoicism","705","28","false","false","","","2024-04-08T00:00:00","2025-12-20T09:30:35.668328","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"He adds that if we detect anger and hatred within us and wish to seek revenge, one of the best forms of revenge on another person is to refuse to be like him.","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-08T00:00:00","stoicism","704","28","false","false","","","2024-04-08T00:00:00","2025-12-20T09:30:35.653093","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"we should avoid associating with people whose values have been corrupted, the way we would avoid, say, kissing someone who obviously has the flu.","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-07T00:00:00","stoicism","703","28","false","false","","","2024-04-07T00:00:00","2025-12-20T09:30:35.633410","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"The reward in question is not the thanks of those we help; Marcus says that he no more expects thanks for the services he performs than a horse expects thanks for the races it runs.

Nor does he seek the admiration of other people or even their sympathy.11 To the contrary, the reward for doing one’s social duty, Marcus says, is something far better than thanks, admiration, or sympathy.","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-06T00:00:00","stoicism","702","28","false","false","","","2024-04-06T00:00:00","2025-12-20T09:30:35.612710","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"Seneca tells us that his goal in practicing Stoicism is not to become a sage; instead, he takes his progress to be adequate as long as “every day I reduce the number of my vices, and blame my mistakes.”","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-06T00:00:00","stoicism","701","28","false","false","","","2024-04-06T00:00:00","2025-12-20T09:30:35.588546","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"We will shrug off their insults and slights. We will also shrug off any praise they might direct our way. Indeed, Epictetus thinks the admiration of other people is a negative barometer of our progress as Stoics:

“If people think you amount to something, distrust yourself.”","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-06T00:00:00","stoicism","700","28","true","false","","","2024-04-06T00:00:00","2025-12-20T09:30:35.569531","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"someone who tries to avoid all discomfort is less likely to be comfortable than someone who periodically embraces discomfort. The latter individual is likely to have a much wider “comfort zone” than the former and will therefore feel comfortable under circumstances that would cause the former individual considerable distress.","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-04T00:00:00","stoicism","699","28","false","false","","","2024-04-04T00:00:00","2025-12-20T09:30:35.549883","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"But when I do concern myself with this, my goal should not be the external goal of making her love me; no matter how hard I try, I could fail to achieve this goal and would as a result be quite upset. Instead, my goal should be an internal goal: to behave, to the best of my ability, in a lovable manner.","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-04T00:00:00","stoicism","698","28","true","false","","","2024-04-04T00:00:00","2025-12-20T09:30:35.532711","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"Marcus observed, in his Meditations, that “the art of living is more like wrestling than dancing.”","A Guide to the Good Life","William Braxton Irvine","","Is this because his identity is divided and he does not absorb (negative) experiences with an open mind towards the unknown?","","","","","2024-04-01T00:00:00","stoicism","692","28","false","false","","","2024-04-01T00:00:00","2025-12-20T09:30:35.395280","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"According to Musonius, we should study philosophy, since how otherwise could we hope to live well?14 Furthermore, he says that studying philosophy should affect us personally and profoundly","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-04-01T00:00:00","stoicism","691","28","false","false","","","2024-04-01T00:00:00","2025-12-20T09:30:35.368369","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"… a Stoic school should be like a physician’s consulting room and that patients should leave feeling bad rather than feeling good, the idea being that any treatment likely to cure a patient is also likely to cause him discomfort.","A Guide to the Good Life","William Braxton Irvine","","> Epictetus","","","","","2024-04-01T00:00:00","stoicism","683","28","false","false","","","2024-04-01T00:00:00","2025-12-20T09:30:35.187129","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"for the Roman Stoics, the pursuit of virtue and the pursuit of tranquility are components of a virtuous circle—indeed, a doubly virtuous circle: The pursuit of virtue results in a degree of tranquility, which in turn makes it easier for us to pursue virtue.","A Guide to the Good Life","William Braxton Irvine","","> Therefore, virtue and mindfulness seem to be interconnected, also with mental health, and quality of sleep","","","","","2024-04-01T00:00:00","stoicism","682","28","false","false","","","2024-04-01T00:00:00","2025-12-20T09:30:35.154057","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"the Roman Stoics would argue that the attainment of tranquility will help us pursue virtue. Someone who is not tranquil—someone, that is, who is distracted by negative emotions such as anger or grief—might find it difficult to do what his reason tells him to do: His emotions will triumph over his intellect.","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-03-30T00:00:00","stoicism","690","28","false","false","","","2024-03-30T00:00:00","2025-12-20T09:30:35.347203","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"Stoic philosophy is like a fertile field, with “Logic being the encircling fence, Ethics the crop, Physics the soil.”","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-03-30T00:00:00","stoicism","689","28","false","false","","","2024-03-30T00:00:00","2025-12-20T09:30:35.325332","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"He believed hunger to be the best appetizer, and because he waited until he was hungry or thirsty before he ate or drank, “he used to partake of a barley cake with greater pleasure than others did of the costliest of foods, and enjoyed a drink from a stream of running water more than others did their Thasian wine.”","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-03-30T00:00:00","stoicism","688","28","false","false","","","2024-03-30T00:00:00","2025-12-20T09:30:35.301704","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"To be virtuous, then, is to live as we were designed to live; it is to live, as Zeno put it, in accordance with nature.18 The Stoics would add that if we do this, we will have a good life.","A Guide to the Good Life","William Braxton Irvine","","","","","","","2024-03-30T00:00:00","stoicism","687","28","false","true","","","2024-03-30T00:00:00","2025-12-20T09:30:35.280634","2025-12-20T09:30:35.155910","2025-12-20T09:30:35.156290"
"If your assumptions are not fulfilled it is because of some error or weakness in your consciousness","The Power of Awareness","Neville","","> again","","","","","2024-03-29T00:00:00","","294","13","false","false","","","2024-03-29T00:00:00","2025-12-20T09:30:26.967040","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"But, once you know that consciousness is the only reality and is the sole creator of your particular world and have burnt this truth into your whole being, then you know that success or failure is entirely in your own hands.","The Power of Awareness","Neville","","> The balls on this guy","","","","","2024-03-29T00:00:00","","293","13","false","true","","","2024-03-29T00:00:00","2025-12-20T09:30:26.933844","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"I wound up by assuring him that if he did this faithfully he would inevitably get the kind of position he wanted.","The Power of Awareness","Neville","","> Making a lot of causal assumptions. Straight up wishful thinking.","","","","","2024-03-29T00:00:00","","292","13","false","true","","","2024-03-29T00:00:00","2025-12-20T09:30:26.900644","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"I suggested that by imagining the apartment had been rented by a person desiring immediate occupancy and by assuming that this was the case, her apartment actually would be rented.","The Power of Awareness","Neville","","> implying causality","","","","","2024-03-29T00:00:00","","291","13","false","true","","","2024-03-29T00:00:00","2025-12-20T09:30:26.868504","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"His body had shrunk to almost a skeleton, and he could talk and breathe only with great difficulty. His wife and two small children were home when I called and his wife was present throughout our discussion.
I started by telling him that there was only one solution to any problem and that solution was a change of attitude. Since talking exhausted him, I asked him to nod in agreement if he understood clearly what I said. This he agreed to do. I described the facts underlying the law of consciousness—in fact that consciousness was the only reality. I told him that the way to change any condition was to change his state of consciousness concerning it. As a specific aid in helping him to assume the feeling of already being well, I suggested that in imagination, he see the doctor’s face expressing incredulous amazement in finding him recovered, contrary to all reason, from the last stages of an incurable disease, that he see him double checking in his examination and hear him saying over and over, “It’s a miracle—it’s a miracle.”","The Power of Awareness","Neville","","> ethically, a therapist could never get away with this. And with good reason. I mean placebo and hope are helpful, but this is very extreme.","","","","","2024-03-29T00:00:00","","290","13","false","false","","","2024-03-29T00:00:00","2025-12-20T09:30:26.836445","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"“what should be done between the assumption of the wish fulfilled and its realization?” Nothing. It is a delusion that, other than assuming the feeling of the wish fulfilled you can do anything to aid the realization of your desire. You think that you can do something, you want to do something; but, actually you can do nothing. The illusion of the free will to do is but ignorance of the law of assumption upon which all action is based.","The Power of Awareness","Neville","","> contrasting perspective with the practical perspective of JB Peterson. In some sense, it acknowledges our lack of control over our future, what the stoics would refer to as “nature”.","","","","","2024-03-28T00:00:00","","289","13","false","true","","","2024-03-28T00:00:00","2025-12-20T09:30:26.807418","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"One of the greatest pitfalls in attempting to use the law of assumption is focusing your attention on things, on a new home, a better job, a bigger bank balance.","The Power of Awareness","Neville","","> different perspective on the hedonic treadmill discussed by [[Irvine2023]]","","","","","2024-03-28T00:00:00","","288","13","false","true","","","2024-03-28T00:00:00","2025-12-20T09:30:26.782898","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"There is a widespread misunderstanding as to what it means to be “saved from sin”. The following example will suffice to demonstrate this misunderstanding and to establish the truth","The Power of Awareness","Neville","","> The authors is incredibly confident considering the unfalsifiable nature of his theory/arguments, essentially claiming his view as “the truth”,","","","","","2024-03-28T00:00:00","","287","13","false","false","","","2024-03-28T00:00:00","2025-12-20T09:30:26.753560","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"Frequent reiteration and repetition of important basic truths runs through these pages. Where the law of assumption is concerned—the law that sets man free—this is a good thing. It should be made clear again and again even at the risk of repetition.","The Power of Awareness","Neville","","","","","","","2024-03-19T00:00:00","","286","13","false","true","","","2024-03-19T00:00:00","2025-12-20T09:30:26.718271","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"It is of great significance that the truth of the principles outlined in this book have been proven time and again by the personal experiences of the Author. Throughout the past twenty-five years he has applied these principles and proved them successful in innumerable instances.","The Power of Awareness","Neville","","> What the hell is even that?","","","","","2024-03-18T00:00:00","","285","13","false","false","","","2024-03-18T00:00:00","2025-12-20T09:30:26.687840","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"You can no more avoid assuming a feeling than you can avoid eating and drinking. All you can do is control the nature of your assumptions.
Thus it is clearly seen that the control of your assumption is the key you now hold to an ever expanding, happier, more noble life.","The Power of Awareness","Neville","","> Shameless copy of stoicism","","","","","2024-03-18T00:00:00","","284","13","false","false","","","2024-03-18T00:00:00","2025-12-20T09:30:26.652848","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"You cannot make the law of magnetism. If you want to build a magnet you can do so only by conforming to the law of magnetism. In other words, you surrender yourself or yield to the law.","The Power of Awareness","Neville","","> stoic inspiration in terms of surrendering to ones nature and fate (i.e., the things we cannot control)","","","","","2024-03-18T00:00:00","","283","13","false","false","","","2024-03-18T00:00:00","2025-12-20T09:30:26.624517","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"Assumptions have the power of objective realization. Every event in the visible world is the result of an assumption or idea in the unseen world.","The Power of Awareness","Neville","","> so being sexually abused is the result of an “assumption or idea”?","","","","","2024-03-18T00:00:00","","282","13","false","true","","","2024-03-18T00:00:00","2025-12-20T09:30:26.592324","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"When someone speaks unkindly to us, if we understand the reason and do not take his or her words to heart, we will not feel irritated at all, and no knot will be tied. But if we do not understand why we were spoken to that way and we become irritated, a knot will be tied in us. The absence of clear understanding is the basis for every knot.","Peace Is Every Step: The Path of Mindfulness in Everyday Life","Thich Nhat Hanh","","","","","","","2024-03-17T00:00:00","","675","11","true","false","","","2024-03-17T00:00:00","2025-12-20T09:30:35.015987","2025-12-20T09:30:26.119744","2025-12-20T09:30:26.120260"
"The man who at will can assume whatever state he pleases has found the keys to the Kingdom of Heaven. The keys are desire, imagination and a steadily focused attention on the feeling of the wish fulfilled. To such a man any undesirable objective fact is no longer a reality and the ardent wish no longer a dream.","The Power of Awareness","Neville","","","","","","","2024-03-17T00:00:00","","281","13","false","true","","","2024-03-17T00:00:00","2025-12-20T09:30:26.565706","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"We need to use the suffering of the twentieth century as compost, so that together we can create flowers for the twenty-first century.","Peace Is Every Step: The Path of Mindfulness in Everyday Life","Thich Nhat Hanh","","> Antifragility","","","","","2024-03-16T00:00:00","","681","11","false","false","","","2024-03-16T00:00:00","2025-12-20T09:30:35.135149","2025-12-20T09:30:26.119744","2025-12-20T09:30:26.120260"
"In that intense suffering, you feel a kind of relief and joy within yourself, because you know that you are an instrument of compassion. Understanding such intense suffering and realizing compassion in the midst of it, you become a joyful person, even if your life is very hard.","Peace Is Every Step: The Path of Mindfulness in Everyday Life","Thich Nhat Hanh","","> Moments of crisis and intense suffering are painful, on the one hand, but also have he potential to cultivate deep connections through sharing of the experience and receiving and providing compassion to such sharing of suffering.","","","","","2024-03-16T00:00:00","","680","11","false","false","","","2024-03-16T00:00:00","2025-12-20T09:30:35.116484","2025-12-20T09:30:26.119744","2025-12-20T09:30:26.120260"
"If you just meditate on some abstract principle such as understanding or love, it may be just your imagination and not real understanding or real love.","Peace Is Every Step: The Path of Mindfulness in Everyday Life","Thich Nhat Hanh","","> Being aware of and embodying something are distinct","","","","","2024-03-15T00:00:00","","679","11","false","false","","","2024-03-15T00:00:00","2025-12-20T09:30:35.098067","2025-12-20T09:30:26.119744","2025-12-20T09:30:26.120260"
"When you understand, you cannot help but love. You cannot get angry. To develop understanding, you have to practice looking at all living beings with the eyes of compassion.","Peace Is Every Step: The Path of Mindfulness in Everyday Life","Thich Nhat Hanh","","> My personal experience is also that understanding (or reframing a situation in a positive light) can inspire compassion, kindness, and love and discourage hatred, anger and frustration. In this way rationality helps us love.","","","","","2024-03-13T00:00:00","","678","11","true","false","","","2024-03-13T00:00:00","2025-12-20T09:30:35.079125","2025-12-20T09:30:26.119744","2025-12-20T09:30:26.120260"
"We often ask, “What’s wrong?” Doing so, we invite painful seeds of sorrow to come up and manifest. We feel suffering, anger, and depression, and produce more such seeds. We would be much happier if we tried to stay in touch with the healthy, joyful seeds inside of us and around us. We should learn to ask, “What’s not wrong?” and be in touch with that.","Peace Is Every Step: The Path of Mindfulness in Everyday Life","Thich Nhat Hanh","","> Glass half full versus half empty. Is again related to the lens through which we experience the world around us.","","","","","2024-03-13T00:00:00","","677","11","false","false","","","2024-03-13T00:00:00","2025-12-20T09:30:35.058675","2025-12-20T09:30:26.119744","2025-12-20T09:30:26.120260"
"If we have a strong storehouse of healthy seeds, we can invite several of them to come up and help us. If you have a friend who is very close to you, who understands you, if you know that when you sit close to her, even without saying anything, you will feel better, then you can invite her image up into your consciousness, and the “two” of you can “breathe together.”","Peace Is Every Step: The Path of Mindfulness in Everyday Life","Thich Nhat Hanh","","> Example for the power of imagination, see also [[Goddard2007]]","","","","","2024-03-12T00:00:00","","676","11","false","false","","","2024-03-12T00:00:00","2025-12-20T09:30:35.037719","2025-12-20T09:30:26.119744","2025-12-20T09:30:26.120260"
"Each day, set yourself the task of deliberately withdrawing your attention from the objective world and of focusing it subjectively. In other words, concentrate on those thoughts or moods which you deliberately determine.","The Power of Awareness","Neville","","> mindfulness","","","","","2024-03-11T00:00:00","","280","13","false","false","","","2024-03-11T00:00:00","2025-12-20T09:30:26.537046","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"All is yours. Do not go seeking for that which you are. Appropriate it, claim it, assume it. Everything depends upon your concept of yourself. That which you do not claim as true of yourself, cannot be realized by you.","The Power of Awareness","Neville","","","","","","","2024-03-10T00:00:00","","279","13","false","true","","","2024-03-10T00:00:00","2025-12-20T09:30:26.507095","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"just as the vine is pruned by cutting away its useless branches and roots, prune your imagination by withdrawing your attention from all unlovely and destructive ideas and concentrating on the ideal you wish to attain. The happier more noble life you will experience will be the result of wisely pruning your own imagination.","The Power of Awareness","Neville","","> People with MDD have an attentional bias towards negative events. Conversely, we should aim to focus only on negative things when they help us grow and spend the majority of our time in the presence of positive thoughts and feelings. This may, for example, be attained by keeping a gratitude journal.","","","","","2024-03-10T00:00:00","","278","13","false","false","","","2024-03-10T00:00:00","2025-12-20T09:30:26.474635","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"When you attain control of the internal direction of your attention, you will no longer stand in shallow water but will launch out into the deep of life. You will walk in the assumption of the wish fulfilled as on a foundation more solid even than earth.","The Power of Awareness","Neville","","> I do indeed think that it is beneficial to remind yourself of the nobility of your aims and life philosophy and realize that you stand on solid ground, thereby negating an existential crisis.","","","","","2024-03-10T00:00:00","","277","13","false","false","","","2024-03-10T00:00:00","2025-12-20T09:30:26.447275","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"Attention is forceful in proportion to the narrowness of its focus, that is, when it is obsessed with a single idea or sensation. It is steadied and powerfully focused only by such an adjustment of the mind as permits you to see one thing only, for you steady the attention and increase its power by confining it.","The Power of Awareness","Neville","","> related to the idea that restriction facilitates (creative) thinking","","","","","2024-03-10T00:00:00","","276","13","false","false","","","2024-03-10T00:00:00","2025-12-20T09:30:26.417667","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
"When you can call up at will whatsoever image you please, when the forms of your imagination are as vivid to you as the forms of nature, you are master of your fate.","The Power of Awareness","Neville","","> Trying to “master” your fate is a misguided path towards disaster. Ultimately, we cannot control nature, implying that we should abandon the attempt of controlling  things that we cannot control. Note that this does not mean that we should not set mindful goals or dedicate ourselves to creating a life that is well-lived and virtuous, but simply that the pursuit/desire for complete control is misguided. I guess this statement aligns with Stoicism with regard to its focus on our assumptions/interpretations that we make of the external world and that subsequently have the power to affect how we may view objectively identical events negative or positive.","","","","","2024-03-10T00:00:00","","275","13","false","true","","","2024-03-10T00:00:00","2025-12-20T09:30:26.385076","2025-12-20T09:30:26.223434","2025-12-20T09:30:26.224083"
